title,year,href,details,blurb,citations
Maximal transduction capability of AKV-MLV-Based vectors lengthened retroviral genomes and their replication does size matter?,2004,https://dialnet.unirioja.es/servlet/tesis?codigo=36596,MLC Cornejo - 2004 - dialnet.unirioja.es,"Maximal transduction capability of AKV-MLV-Based vectors lengthened retroviral genomes 
and their replication does size matter? - Dialnet … Maximal transduction capability of AKV-MLV-Based 
vectors lengthened retroviral genomes and their replication does size matter? …",0
… в малых странах: важен ли размер национальной системы? Thorsteindуttir H. public sector research in small countries: does size matter?//Science A. Publ …,2002,https://cyberleninka.ru/article/n/15102142,"ТВ Горбунова - … Отечественная и зарубежная литература. Сер. 8 …, 2002 - cyberleninka.ru",Специальный раздел реферируемой статьи автор посвятила эволюции систем государственного сектора ИР на протяжении двух последних десятилетий. В Венгрии в условиях социалистического режима государство было главным собственником всех …,0
Does size matter? Quantification of plastics associated with size fractionated biosolids,2021,https://www.sciencedirect.com/science/article/pii/S004896972107460X,"ED Okoffo, S O'Brien, JW O'Brien, BJ Tscharke… - Science of The Total …, 2021 - Elsevier",This study investigated the occurrence and contribution of plastic particles associated with size fractionated biosolids to the total concentration in biosolids (treated sewage sludge) samples collected from 20 wastewater treatment plants (WWTP) across Australia. This was …,0
Does size matter? The direct economic costs associated with the MV Rena oil spill,2021,https://www.sciencedirect.com/science/article/pii/S0025326X21010122,"AL Egan, BL Chilvers, S Cassells - Marine Pollution Bulletin, 2021 - Elsevier","The MV Rena ran aground on the 5 October 2011 off the coast of New Zealand, releasing over 350 t of heavy fuel oil. The environmental effects of this spill are well documented, however, little research has been undertaken regarding the short term economic losses …",0
Does size matter? Non-market social and political engagement by accounting firms in the# Brexit discourse on Twitter,2021,https://www.tandfonline.com/doi/abs/10.1080/01559982.2020.1846387,"T Lynn, P Rosati, B Murphy - Accounting Forum, 2021 - Taylor & Francis","Social media is widely used by accounting firms to achieve a variety of business objectives and is a key enabler of non-market strategies. Socio-political involvement (SPI) involves firms taking positions on issues that lack societal consensus, have low information …",0
Temporal Encephaloceles and Epileptogenicity: Does Size Matter?,2021,https://journals.sagepub.com/doi/full/10.1177/15357597211053185,"I Karakis - Epilepsy Currents, 2021 - journals.sagepub.com","Objective: This study was undertaken to identify temporal encephaloceles (TEs) and examine their characteristics in patients with temporal lobe epilepsy (TLE) and extratemporal lobe epilepsy (ETLE), as well as in asymptomatic cases. Methods: Four …",0
Long-Term Results (up to 20 Years) of 19 mm or Smaller Prostheses in the Aortic Position. Does Size Matter? A Propensity-Matched Survival Analysis,2021,https://www.mdpi.com/1104550,"H Feier, A Grigorescu, L Falnita, O Rachita… - Journal of Clinical …, 2021 - mdpi.com",Background: The long-term performance of prostheses in the small aortic root is still unclear. Methods: Patients who received a 21 mm or smaller aortic valve between 2000–2018 were retrospectively analyzed. Propensity matching was used in order to account for baseline …,0
"Does Size Matter? Animal, Living and Non-Living Classification, Implications for Teaching.",2021,https://eric.ed.gov/?id=EJ1309612,"F Espinoza - International Journal of Educational Methodology, 2021 - ERIC","An empirical investigation of elementary school teacher candidates on classification activities dealing with animate and inanimate objects in terms of being living or non-living demonstrates that as the size of the objects increases, subjects are more likely to classify …",0
Does Size Matter for Female Continuous-flow LVAD Recipients? A Translational Approach to a Decade Long Question,2022,https://journals.lww.com/asaiojournal/Fulltext/2022/01000/Does_Size_Matter_for_Female_Continuous_flow_LVAD.4.aspx,"SA Dual, A Nayak, Y Hu, MS Daners, AA Morris… - ASAIO …, 2022 - journals.lww.com","Females have increased risk of right-ventricular failure (RVF) and 3 month mortality after left-ventricular assist device (LVAD) implantation. In this translational study, we tested the hypothesis that sex differences in outcomes are driven by pump-induced LV size-volume …",0
Direct Oral Anticoagulants for Atrial Fibrillation: Does Size Matter?,2021,https://www.jacc.org/doi/full/10.1016/j.jacep.2021.03.008,"AL Lin, GM Marcus - Clinical Electrophysiology, 2021 - jacc.org","Since the introduction of direct oral anticoagulants (DOACs) more than a decade ago, these drugs have emerged as the anticoagulant of choice for thromboembolism prevention in patients with atrial fibrillation (AF)(1). Beyond the patient convenience of DOACs, no longer …",0
High fractional exhaled nitric oxide levels in asthma patients: Does size matter?,2021,https://onlinelibrary.wiley.com/doi/abs/10.1002/ppul.25333,"N Diamant, I Amirav, K Armoni‐Domany… - Pediatric …, 2021 - Wiley Online Library",Background Fractional exhaled nitric oxide (FeNO) is a biomarker for eosinophilic inflammation used for diagnosis and monitoring of asthma. High FeNO indicates significant airway eosinophilia and steroid‐responsive airway inflammation. Some children with …,0
Does Size Matter? The Case of the Courtship Pyramids in Red Sea Ghost Crabs (Ocypode saratan),2021,https://www.mdpi.com/1402552,"R Yosef, M Korkos, JZ Kosicki - Animals, 2021 - mdpi.com",Simple Summary Male ghost crabs (Ocypode spp.) are known to build sand structures near the entrance to their burrows. It has always been assumed that the structure played a role in sexual selection and mate attraction. We hypothesized that the larger males would make …,0
Does Size Matter? Evidence from Municipality Break-Ups,2021,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3837770,"G Erlingsson, E Mörk, J Klarin - 2021 - papers.ssrn.com",Municipal break-ups are an understudied phenomenon despite the fact that such territorial reforms regularly take place across the globe. This paper estimates how seven voluntary splits of Swedish municipalities affected municipal current costs. To predict what would have …,0
Genome Reduction: Does size really matter?,2020,https://elifesciences.org/articles/64483,"DG Heckel - Elife, 2020 - elifesciences.org",Analysis of the smallest known arthropod genome reveals a mechanism for genome reduction that appears to be driven by a specialized ecological interaction with plants.,0
Long‐term response to cabergoline and multi‐modal treatment in men with macroprolactinoma: Does size really matter?,2021,https://onlinelibrary.wiley.com/doi/abs/10.1111/cen.14541,"Y Rudman, H Duskin‐Bitan, Y Manisterski… - Clinical …, 2021 - Wiley Online Library","Objective To study the outcome of men with macroprolactinoma following cabergoline treatment based on tumour size. Design Retrospective cohort study. Methods The study included 94 men, divided into three groups according to adenoma diameter: 10–19 mm …",0
Does Size Really Matter?,2021,https://journals.lww.com/ajg/Fulltext/2021/01000/Does_Size_Really_Matter_.18.aspx,"N Coelho-Prabhu, S Kane - … journal of the American College of …, 2021 - journals.lww.com","Ileocolonoscopy remains the mainstay of objective disease assessment in Crohn's Disease, and various validated indices are used to grade severity of the disease. The most commonly used indices are the Simple Endoscopic Score for Crohn's Disease (including the size of …",0
Does size really matter in university preparatory English language classrooms?,2020,https://search.informit.org/doi/abs/10.3316/INFORMIT.465302576886222,"W Jones, K Gallagher, J Midraj - Issues in Educational …, 2020 - search.informit.org","The purpose of this study was to investigate the impact of class size on the learning and teaching of English in an intensive pre-university program. Four'larger'and four'smaller'sized classes were created, and each class was populated with a mix of students in terms of …",0
Intracranial Aneurysms: Does Size Really Matter?,2020,https://academic.oup.com/neurosurgeryopen/article-abstract/1/4/okaa015/6011093,"K Majeed, SR Boddu, J Carnevale… - Neurosurgery …, 2020 - academic.oup.com","BACKGROUND To stratify the risk of aneurysmal rupture, size remains the primary criterion as proposed by 2 ISUIA (International Study of Unruptured Intracranial Aneurysms) trials that recommend the observation of≤ 7 mm aneurysms because of their low propensity to …",0
Does Size Really Matter?,2017,https://journals.lww.com/dcrjournal/fulltext/2017/09000/Does_Size_Really_Matter_.2.aspx,"MS Rubin - Diseases of the Colon & Rectum, 2017 - journals.lww.com","In this issue of Diseases of the Colon & Rectum, Sakata et al 1 report on inaccuracy and possible bias in the measurement of polyp size at colonoscopy. The possibility of inaccuracy in polyp measurement is important because it raises both cost and quality issues whose …",0
Is there a difference in venous thrombosis rate in free flap anastomoses based on coupler diameter? A systematic review. Does Size Really Matter?,2021,https://www.sciencedirect.com/science/article/pii/S2352587821000668,"DD Krijgh, B Tellier, T Teunis, W Maarse, JH Coert - JPRAS open, 2021 - Elsevier","Background The adage is to use the largest anastomotic coupler device (coupler) size possible, since smaller an anastomosis might be more susceptible to thrombosis. It is unclear if this wisdom is supported by data. This study tests the hypothesis that there is no …",0
Does size really matter? Dual distribution channel with vans and autonomous delivery devices,2021,https://www.sciencedirect.com/science/article/pii/S235214652100795X,"C Lemardelé, M Estrada - Transportation Research Procedia, 2021 - Elsevier","E-commerce sales worldwide are expected to skyrocket in future years, increasing freight traffic in cities. In this context, sidewalk autonomous delivery devices (ADDs) show great potentialities to decrease carriers' last-mile operation costs. Nevertheless, because their …",0
Internationalization of Family Businesses: Does Size Really Matter?,2021,https://www.igi-global.com/chapter/internationalization-of-family-businesses/265928,"J Costa - Cases on Internationalization Challenges for SMEs, 2021 - igi-global.com","Worldwide, family businesses are one of the cornerstones of the entrepreneurial fabric, being as a consequence central to growth and development. In a globalized era, these institutions require the attention of businessmen, practitioners, and policymakers. The …",0
Does size really matter?,2003,https://www.nature.com/articles/nrd1100,"S Frantz, P Smaglik - Nature Reviews Drug Discovery, 2003 - nature.com","Does size really matter? | Nature Reviews Drug Discovery … Does size really matter? … 
Does size really matter? …",0
